Created On,Topic,Owner,Potential Customer,Status,Status Reason,Est. revenue,Est. close date,Actual Revenue,Actual Close date,Probability,Rating,Sales Stage,Forecast category,Customer Need,Proposed Solution,Source Campaign,Purchase Process,Purchase Timeframe,Currency,Contact,Price List,Revenue
12/18/23,Trey Research | Caf̩ A-200 Automatic,Alexander Reed,Adatum Corporation,Won,Won,198200,09/01/24,198200,09/01/24,75,Warm,Close,Won,COMMERCIAL ESPRESSO,Caf̩ A-200 Automatic,,Individual,This Quarter,US Dollar,Alex Baker,Contoso Coffee Price List,User Provided
12/27/23,A. Datum Corporation | Airpot Duo,Alexander Reed,Adatum Corporation,Lost,Canceled,4350,01/10/24,0,01/10/24,35,Cold,Close,Lost,COMMERCIAL COFFEE MAKERS,Airpot Duo,Loyalty Customer Promotion,Unknown,Immediate,US Dollar,Kevin Martin,Contoso Coffee Price List,User Provided
01/22/22,Best For You Organics Company | Diner Mug,Alexander Reed,Adatum Corporation,Won,Won,450,02/01/22,450,02/01/22,85,Hot,Close,Won,DRINKWARE,Diner Mug,,Individual,Immediate,US Dollar,Logan Patterson,Contoso Coffee Price List,User Provided
05/16/23,A. Datum Corporation | Airpot Lite,Alexander Reed,Adatum Corporation,Lost,Canceled,3350,05/29/23,0,05/29/23,30,Cold,Close,,COMMERCIAL COFFEE MAKERS,Airpot Lite,Sustainable Coffee Newsletter,Unknown,Immediate,US Dollar,Kevin Martin,Contoso Coffee Price List,User Provided
09/20/21,First Up Consultants | Accu Scale,Alexander Reed,Adatum Corporation,Won,Won,1200,10/01/21,1200,10/01/21,90,Hot,Close,Won,DRINKWARE,Accu Scale,,Individual,Immediate,US Dollar,Armin Woodward,Contoso Coffee Price List,User Provided
05/18/21,Margie's Travel | Deluxe Decanter,Alexander Reed,Adatum Corporation,Won,Won,250,05/28/21,250,05/28/21,85,Hot,Close,Won,DRINKWARE,Deluxe Decanter,Coffee Machine Excellence,Individual,Immediate,US Dollar,Jan Stevens,Contoso Coffee Price List,User Provided
05/19/22,Contoso Ltd. | 2-Year Fair Trade Coffee Subscription,Alexander Reed,Adatum Corporation,Lost,Out-Sold,73550,09/30/22,0,09/30/22,55,Warm,Close,Lost,SUBSCRIPTION-CM,2-Year Fair Trade Coffee Subscription,Loyalty Customer Promotion,Committee,This Quarter,US Dollar,Daisy Pope,Contoso Coffee Price List,User Provided
05/08/22,A. Datum Corporation | Caf̩ BG-1 Pro,Alexander Reed,Adatum Corporation,Lost,Canceled,94600,08/21/22,0,08/21/22,45,Cold,Develop,,COMMERCIAL COFFEE GRINDERS,Caf̩ BG-1 Pro,New Product Release,Unknown,Immediate,US Dollar,Kevin Martin,Contoso Coffee Price List,User Provided
12/14/24,Trey Research | Caf̩ A-100 Automatic,Alexander Reed,Adatum Corporation,Open,In Progress,250650,09/01/25,0,,0,Cold,Develop,Omitted,COMMERCIAL ESPRESSO,Caf̩ A-100 Automatic,Loyalty Customer Promotion,Committee,Immediate,US Dollar,Alex Baker,Contoso Coffee Price List,User Provided
01/20/24,A. Datum Corporation | Caf̩ PG-1,Alexander Reed,Adatum Corporation,Lost,Canceled,13200,04/02/24,0,04/02/24,20,Cold,Develop,Lost,COMMERCIAL COFFEE GRINDERS,Caf̩ PG-1,Customer Care Campaign,Unknown,This Quarter,US Dollar,Kevin Martin,Contoso Coffee Price List,User Provided
06/30/24,A. Datum Corporation | Caf̩ S-100 Semi-Automatic,Alexander Reed,Adatum Corporation,Lost,Canceled,59700,11/27/24,0,11/27/24,35,Cold,Develop,,COMMERCIAL ESPRESSO,Caf̩ S-100 Semi-Automatic,,Individual,Next Quarter,US Dollar,Kevin Martin,Contoso Coffee Price List,User Provided
12/27/23,A. Datum Corporation | Caf̩ S-100 Semi-Automatic,Alexander Reed,Adatum Corporation,Lost,Canceled,180300,07/04/24,0,07/04/24,45,Cold,Develop,,COMMERCIAL ESPRESSO,Caf̩ S-100 Semi-Automatic,Loyalty Customer Promotion,Unknown,Immediate,US Dollar,Kevin Martin,Contoso Coffee Price List,User Provided
04/12/24,Adventure Works Cycles | Caf̩ A-100 Automatic,Alexander Reed,Adatum Corporation,Won,Won,182150,10/21/24,182150,10/21/24,90,Hot,Close,Won,COMMERCIAL ESPRESSO,Caf̩ A-100 Automatic,,Individual,Immediate,US Dollar,Parsifal Troker,Contoso Coffee Price List,User Provided
07/23/24,VanArsdel Ltd. | Storage Canister,Alexander Reed,Adatum Corporation,Won,Won,150,08/02/24,150,08/02/24,80,Hot,Close,Won,DRINKWARE,Storage Canister,Coffee Machine Excellence,Individual,Immediate,US Dollar,Roland Hofmann,Contoso Coffee Price List,User Provided
12/02/23,Contoso Suites | 1-Year Organic Office Coffee Subscription,Alexander Reed,Adatum Corporation,Lost,Out-Sold,35900,03/07/24,0,03/07/24,55,Warm,Close,Lost,SUBSCRIPTION-CM,1-Year Organic Office Coffee Subscription,Loyalty Customer Promotion,Committee,This Quarter,US Dollar,Lucy Lambert,Contoso Coffee Price List,User Provided
04/20/23,Proseware Inc. | Airpot Lite,Alexander Reed,Adatum Corporation,Won,Won,1150,05/01/23,1150,05/01/23,65,Warm,Close,Won,COMMERCIAL COFFEE MAKERS,Airpot Lite,Loyalty Customer Promotion,Committee,Immediate,US Dollar,Petr Kar,Contoso Coffee Price List,User Provided
07/22/24,Bellows College | Stainless Steel Tamper,Alexander Reed,Adatum Corporation,Won,Won,150,09/20/24,150,09/20/24,75,Warm,Close,Won,DRINKWARE,Stainless Steel Tamper,,Individual,This Quarter,US Dollar,Lina Nevland,Contoso Coffee Price List,User Provided
01/11/22,Trey Research | 1-Year Fair Trade Coffee Subscription,Alexander Reed,Adatum Corporation,Lost,Out-Sold,14750,04/26/22,0,04/26/22,60,Warm,Close,Lost,SUBSCRIPTION-CM,1-Year Fair Trade Coffee Subscription,,Individual,Next Quarter,US Dollar,Alex Baker,Contoso Coffee Price List,User Provided
06/05/24,Alpine Ski House | Smart Grind Travel,Alexander Reed,Adatum Corporation,Lost,Out-Sold,5350,06/20/24,0,06/20/24,55,Warm,Close,Lost,CONSUMER COFFEE GRINDERS,Smart Grind Travel,Intelligent Coffee Machine Showcase,Unknown,Immediate,US Dollar,Cacilia Viera,Contoso Coffee Price List,User Provided
05/15/23,Munson's Pickles and Preserves Farm | Barista Home,Alexander Reed,Adatum Corporation,Won,Won,8250,07/22/23,8250,07/22/23,75,Warm,Close,Won,CONSUMER ESPRESSO,Barista Home,,Individual,This Quarter,US Dollar,Sue Vance,Contoso Coffee Price List,User Provided
08/15/24,Adventure Works Cycles | Cupping Glass,Alexander Reed,Adatum Corporation,Lost,Out-Sold,50,10/14/24,0,10/14/24,55,Warm,Close,Lost,DRINKWARE,Cupping Glass,Loyalty Customer Promotion,Committee,This Quarter,US Dollar,Parsifal Troker,Contoso Coffee Price List,User Provided
10/05/21,A. Datum Corporation | Deluxe Decanter,Alexander Reed,Adatum Corporation,Lost,Canceled,1400,10/16/21,0,10/16/21,40,Cold,Close,Lost,DRINKWARE,Deluxe Decanter,Coffee Innovation Webinar,Unknown,Immediate,US Dollar,Kevin Martin,Contoso Coffee Price List,User Provided
12/22/22,A. Datum Corporation | Precision Grind Home,Alexander Reed,Adventure Works Cycles,Lost,Canceled,1650,03/24/23,0,03/24/23,15,Cold,Close,Lost,CONSUMER COFFEE GRINDERS,Precision Grind Home,New Product Release,Unknown,Next Quarter,US Dollar,Kevin Martin,Contoso Coffee Price List,User Provided
04/02/23,A. Datum Corporation | Precision Grind Travel,Alexander Reed,Adventure Works Cycles,Lost,Canceled,700,06/02/23,0,06/02/23,30,Cold,Qualify,Lost,CONSUMER COFFEE GRINDERS,Precision Grind Travel,Intelligent Coffee Machine Showcase,Unknown,This Quarter,US Dollar,Kevin Martin,Contoso Coffee Price List,User Provided
04/11/21,Lucerne Publishing | Airpot Lite,Alexander Reed,Adventure Works Cycles,Won,Won,4350,04/25/21,4350,04/25/21,85,Hot,Close,Won,COMMERCIAL COFFEE MAKERS,Airpot Lite,,Individual,Immediate,US Dollar,Freida Farley,Contoso Coffee Price List,User Provided
09/07/24,Adventure Works Cycles | 2-Year Organic Office Coffee Subscription,Alexander Reed,Adventure Works Cycles,Lost,Canceled,73500,02/18/25,0,02/18/25,15,Cold,Develop,,SUBSCRIPTION-CM,2-Year Organic Office Coffee Subscription,Customer Care Campaign,Unknown,Next Quarter,US Dollar,Parsifal Troker,Contoso Coffee Price List,User Provided
12/26/21,Adventure Works Cycles | Airpot,Alexander Reed,Adventure Works Cycles,Lost,Canceled,1800,02/26/22,0,02/26/22,50,Cold,Close,,COMMERCIAL COFFEE MAKERS,Airpot,Loyalty Customer Promotion,Committee,This Quarter,US Dollar,Parsifal Troker,Contoso Coffee Price List,User Provided
09/06/21,Adventure Works Cycles | AutoDrip,Alexander Reed,Adventure Works Cycles,Lost,Canceled,3200,12/08/21,0,12/08/21,15,Cold,Close,,CONSUMER COFFEE MAKERS,AutoDrip,Loyalty Customer Promotion,Unknown,Next Quarter,US Dollar,Parsifal Troker,Contoso Coffee Price List,User Provided
04/26/23,Trey Research | Caf̩ S-100 Semi-Automatic,Alexander Reed,Adventure Works Cycles,Won,Won,295550,02/26/24,295550,02/26/24,70,Warm,Close,Won,COMMERCIAL ESPRESSO,Caf̩ S-100 Semi-Automatic,Loyalty Customer Promotion,Committee,Immediate,US Dollar,Alex Baker,Contoso Coffee Price List,User Provided
04/26/22,Trey Research | Frothing Pitcher,Alexander Reed,Adventure Works Cycles,Won,Won,200,06/25/22,200,06/25/22,80,Hot,Close,Won,DRINKWARE,Frothing Pitcher,,Individual,This Quarter,US Dollar,Alex Baker,Contoso Coffee Price List,User Provided
03/24/23,School of Fine Art | Smart Grind Travel,Alexander Reed,Adventure Works Cycles,Won,Won,3900,04/07/23,3900,04/07/23,80,Hot,Close,Won,CONSUMER COFFEE GRINDERS,Smart Grind Travel,,Individual,Immediate,US Dollar,Rory Flowers,Contoso Coffee Price List,User Provided
09/24/22,Adventure Works Cycles | Caf̩ A-200 Automatic,Alexander Reed,Adventure Works Cycles,Lost,Canceled,50250,11/23/22,0,11/23/22,50,Cold,Develop,Lost,COMMERCIAL ESPRESSO,Caf̩ A-200 Automatic,Coffee Trade Fair,Unknown,Immediate,US Dollar,Parsifal Troker,Contoso Coffee Price List,User Provided
05/29/24,Alpine Ski House | CP Latte Cup with Saucer,Alexander Reed,Adventure Works Cycles,Won,Won,100,06/08/24,100,06/08/24,85,Hot,Close,Won,DRINKWARE,CP Latte Cup with Saucer,,Individual,Immediate,US Dollar,Cacilia Viera,Contoso Coffee Price List,User Provided
10/14/21,Adventure Works Cycles | Caf̩ BG-1 Pro,Alexander Reed,Adventure Works Cycles,Lost,Canceled,107000,04/29/22,0,04/29/22,10,Cold,Develop,,COMMERCIAL COFFEE GRINDERS,Caf̩ BG-1 Pro,Coffee Innovation Webinar,Unknown,Next Quarter,US Dollar,Parsifal Troker,Contoso Coffee Price List,User Provided
09/21/24,Graphic Design Institute | Airpot Lite,Alexander Reed,Adventure Works Cycles,Won,Won,4400,10/05/24,4400,10/05/24,80,Hot,Close,Won,COMMERCIAL COFFEE MAKERS,Airpot Lite,,Individual,Immediate,US Dollar,Aurora Badillo,Contoso Coffee Price List,User Provided
09/30/23,Adventure Works Cycles | Caf̩ S-100 Semi-Automatic,Alexander Reed,Adventure Works Cycles,Lost,Canceled,85500,03/24/24,0,03/24/24,20,Cold,Develop,Lost,COMMERCIAL ESPRESSO,Caf̩ S-100 Semi-Automatic,Loyalty Customer Promotion,Committee,Next Quarter,US Dollar,Parsifal Troker,Contoso Coffee Price List,User Provided
05/10/22,Adventure Works Cycles | Caf̩ S-100 Semi-Automatic,Alexander Reed,Adventure Works Cycles,Lost,Canceled,151650,01/07/23,0,01/07/23,20,Cold,Develop,Lost,COMMERCIAL ESPRESSO,Caf̩ S-100 Semi-Automatic,New Product Release,Unknown,Next Quarter,US Dollar,Parsifal Troker,Contoso Coffee Price List,User Provided
08/23/21,Adventure Works Cycles | Caf̩ S-100 Semi-Automatic,Alexander Reed,Adventure Works Cycles,Lost,Canceled,176350,04/16/22,0,04/16/22,30,Cold,Develop,,COMMERCIAL ESPRESSO,Caf̩ S-100 Semi-Automatic,Coffee Trade Fair,Unknown,This Quarter,US Dollar,Parsifal Troker,Contoso Coffee Price List,User Provided
01/09/22,Adventure Works Cycles | Capacity IoT sensor,Alexander Reed,Adventure Works Cycles,Lost,Canceled,600,04/10/22,0,04/10/22,15,Cold,Qualify,,SERVICES,Capacity IoT sensor,New Product Release,Unknown,Next Quarter,US Dollar,Parsifal Troker,Contoso Coffee Price List,User Provided
01/18/22,Adventure Works Cycles | Crema Quatro,Alexander Reed,Adventure Works Cycles,Lost,Canceled,10750,04/29/22,0,04/29/22,15,Cold,Develop,,CONSUMER ESPRESSO,Crema Quatro,Coffee Trade Fair,Unknown,Next Quarter,US Dollar,Parsifal Troker,Contoso Coffee Price List,User Provided
11/24/23,Munson's Pickles and Preserves Farm | Storage Canister,Alexander Reed,Adventure Works Cycles,Won,Won,700,12/05/23,700,12/05/23,65,Warm,Close,Won,DRINKWARE,Storage Canister,Loyalty Customer Promotion,Committee,Immediate,US Dollar,Sue Vance,Contoso Coffee Price List,User Provided
12/15/24,Adventure Works Cycles | Descaling Solution,Alexander Reed,Adventure Works Cycles,Lost,Canceled,350,03/15/25,0,03/15/25,15,Cold,Qualify,,SERVICES,Descaling Solution,Intelligent Coffee Machine Showcase,Unknown,Next Quarter,US Dollar,Parsifal Troker,Contoso Coffee Price List,User Provided
12/05/24,VanArsdel Ltd. | Quick Kettle,Alexander Reed,Adventure Works Cycles,Lost,Out-Sold,950,12/16/24,0,12/16/24,60,Warm,Close,Lost,DRINKWARE,Quick Kettle,Loyalty Customer Promotion,Committee,Immediate,US Dollar,Roland Hofmann,Contoso Coffee Price List,User Provided
11/15/22,Tailspin Toys | Descaling Solution,Alexander Reed,Adventure Works Cycles,Won,Won,150,01/14/23,150,01/14/23,75,Warm,Close,Won,SERVICES,Descaling Solution,,Individual,This Quarter,US Dollar,Carlene Avery,Contoso Coffee Price List,User Provided
08/24/23,Alpine Ski House | 1-Year Organic Office Coffee Subscription,Alexander Reed,Adventure Works Cycles,Lost,Canceled,25650,09/19/24,0,09/19/24,15,Cold,Develop,,SUBSCRIPTION-CM,1-Year Organic Office Coffee Subscription,Coffee Machine Excellence,Individual,Unknown,US Dollar,Cacilia Viera,Contoso Coffee Price List,User Provided
06/11/24,Alpine Ski House | 1-Year Organic Office Coffee Subscription,Alexander Reed,Adventure Works Cycles,Lost,Canceled,32400,10/11/24,0,10/11/24,50,Cold,Develop,,SUBSCRIPTION-CM,1-Year Organic Office Coffee Subscription,Coffee Machine Excellence,Individual,Next Quarter,US Dollar,Cacilia Viera,Contoso Coffee Price List,User Provided
01/23/23,Alpine Ski House | 2-Year Organic Office Coffee Subscription,Alexander Reed,Adventure Works Cycles,Lost,Canceled,29600,05/23/23,0,05/23/23,20,Cold,Develop,Lost,SUBSCRIPTION-CM,2-Year Organic Office Coffee Subscription,Loyalty Customer Promotion,Committee,Next Quarter,US Dollar,Cacilia Viera,Contoso Coffee Price List,User Provided
01/24/22,Alpine Ski House | Accu Scale,Alexander Reed,Adventure Works Cycles,Lost,Canceled,950,04/25/22,0,04/25/22,10,Cold,Qualify,,DRINKWARE,Accu Scale,Coffee Innovation Webinar,Unknown,Next Quarter,US Dollar,Cacilia Viera,Contoso Coffee Price List,User Provided
04/21/24,Alpine Ski House | Airpot,Alexander Reed,Alpine Ski House,Lost,Canceled,3100,11/10/24,0,11/10/24,5,Cold,Close,,COMMERCIAL COFFEE MAKERS,Airpot,Intelligent Coffee Machine Showcase,Unknown,This Year,US Dollar,Cacilia Viera,Contoso Coffee Price List,User Provided
05/29/24,Alpine Ski House | Barista Express,Alexander Reed,Alpine Ski House,Lost,Canceled,83550,11/19/24,0,11/19/24,10,Cold,Develop,,COMMERCIAL ESPRESSO,Barista Express,Intelligent Coffee Machine Showcase,Unknown,Next Quarter,US Dollar,Cacilia Viera,Contoso Coffee Price List,User Provided
03/04/22,Adventure Works Cycles | Quick Kettle,Alexander Reed,Alpine Ski House,Won,Won,1100,03/15/22,1100,03/15/22,95,Hot,Close,Won,DRINKWARE,Quick Kettle,Coffee Machine Excellence,Individual,Immediate,US Dollar,Parsifal Troker,Contoso Coffee Price List,User Provided
09/28/22,Alpine Ski House | Caf̩ A-100 Automatic,Alexander Reed,Alpine Ski House,Won,Won,233700,07/19/23,233700,07/19/23,65,Warm,Close,Won,COMMERCIAL ESPRESSO,Caf̩ A-100 Automatic,,Individual,This Quarter,US Dollar,Cacilia Viera,Contoso Coffee Price List,User Provided
05/17/23,Contoso Ltd. | Caf̩ PG-1 Pro,Alexander Reed,Alpine Ski House,Won,Won,28000,06/24/23,28000,06/24/23,75,Warm,Close,Won,COMMERCIAL COFFEE GRINDERS,Caf̩ PG-1 Pro,,Individual,Immediate,US Dollar,Daisy Pope,Contoso Coffee Price List,User Provided
11/05/21,Alpine Ski House | Barista Express,Alexander Reed,Alpine Ski House,Lost,Canceled,127950,03/14/23,0,03/14/23,5,Cold,Develop,,COMMERCIAL ESPRESSO,Barista Express,Coffee Trade Fair,Unknown,Unknown,US Dollar,Cacilia Viera,Contoso Coffee Price List,User Provided
04/14/22,Alpine Ski House | Caf̩ A-100 Automatic,Alexander Reed,Alpine Ski House,Lost,Canceled,197500,11/08/22,0,11/08/22,35,Cold,Develop,,COMMERCIAL ESPRESSO,Caf̩ A-100 Automatic,Coffee Trade Fair,Unknown,Immediate,US Dollar,Cacilia Viera,Contoso Coffee Price List,User Provided
01/16/22,Alpine Ski House | Caf̩ BG-1,Alexander Reed,Alpine Ski House,Lost,Canceled,56450,09/29/22,0,09/29/22,45,Cold,Develop,,COMMERCIAL COFFEE GRINDERS,Caf̩ BG-1,,Individual,This Year,US Dollar,Cacilia Viera,Contoso Coffee Price List,User Provided
02/11/25,Best For You Organics Company | Capacity IoT sensor,Alexander Reed,Alpine Ski House,Open,In Progress,2150,04/14/25,0,,90,Hot,Qualify,Committed,SERVICES,Capacity IoT sensor,New Product Release,Unknown,This Quarter,US Dollar,Logan Patterson,Contoso Coffee Price List,User Provided
04/10/22,Alpine Ski House | Caf̩ BG-1 Pro,Alexander Reed,Alpine Ski House,Lost,Canceled,157000,09/15/23,0,09/15/23,5,Cold,Develop,,COMMERCIAL COFFEE GRINDERS,Caf̩ BG-1 Pro,Coffee Innovation Webinar,Unknown,Unknown,US Dollar,Cacilia Viera,Contoso Coffee Price List,User Provided
05/30/21,Alpine Ski House | Caf̩ Corto,Alexander Reed,Alpine Ski House,Lost,Canceled,167350,01/12/22,0,01/12/22,40,Cold,Develop,,COMMERCIAL ESPRESSO,Caf̩ Corto,Loyalty Customer Promotion,Committee,This Quarter,US Dollar,Cacilia Viera,Contoso Coffee Price List,User Provided
09/22/22,Fabrikam Inc. | Smart Grind Travel,Alexander Reed,Alpine Ski House,Won,Won,2150,10/04/22,2150,10/04/22,65,Warm,Close,Won,CONSUMER COFFEE GRINDERS,Smart Grind Travel,New Product Release,Unknown,Immediate,US Dollar,Eva Corets,Contoso Coffee Price List,User Provided
03/30/23,Alpine Ski House | Caf̩ PG-1,Alexander Reed,Alpine Ski House,Lost,Canceled,28150,05/07/23,0,05/07/23,30,Cold,Develop,,COMMERCIAL COFFEE GRINDERS,Caf̩ PG-1,Customer Follow-up,Unknown,Immediate,US Dollar,Cacilia Viera,Contoso Coffee Price List,User Provided
04/25/23,Lamna Healthcare Company | Airpot Duo,Alexander Reed,Alpine Ski House,Won,Won,5550,05/11/23,5550,05/11/23,80,Hot,Close,Won,COMMERCIAL COFFEE MAKERS,Airpot Duo,,Individual,Immediate,US Dollar,Tracy Harding,Contoso Coffee Price List,User Provided
09/08/21,Munson's Pickles and Preserves Farm | Caf̩ Corto,Alexander Reed,Alpine Ski House,Won,Won,42050,10/30/21,42050,10/30/21,90,Hot,Close,Won,COMMERCIAL ESPRESSO,Caf̩ Corto,,Individual,Immediate,US Dollar,Sue Vance,Contoso Coffee Price List,User Provided
04/17/24,Alpine Ski House | Caf̩ S-200 Semi-Automatic,Alexander Reed,Alpine Ski House,Lost,Canceled,125500,11/19/24,0,11/19/24,35,Cold,Develop,,COMMERCIAL ESPRESSO,Caf̩ S-200 Semi-Automatic,,Individual,Next Quarter,US Dollar,Cacilia Viera,Contoso Coffee Price List,User Provided
05/11/21,Alpine Ski House | Caf̩ S-200 Semi-Automatic,Alexander Reed,Alpine Ski House,Lost,Canceled,516900,01/08/23,0,01/08/23,10,Cold,Close,,COMMERCIAL ESPRESSO,Caf̩ S-200 Semi-Automatic,Customer Care Campaign,Unknown,Next Quarter,US Dollar,Cacilia Viera,Contoso Coffee Price List,User Provided
08/31/23,Alpine Ski House | Cleaning Kit,Alexander Reed,Alpine Ski House,Lost,Canceled,400,09/10/23,0,09/10/23,40,Cold,Qualify,,DRINKWARE,Cleaning Kit,Coffee Trade Fair,Unknown,Immediate,US Dollar,Cacilia Viera,Contoso Coffee Price List,User Provided
04/30/22,Alpine Ski House | Cleaning Kit,Alexander Reed,Alpine Ski House,Lost,Canceled,550,07/30/22,0,07/30/22,10,Cold,Qualify,Lost,DRINKWARE,Cleaning Kit,Customer Care Campaign,Unknown,Next Quarter,US Dollar,Cacilia Viera,Contoso Coffee Price List,User Provided
08/08/24,Alpine Ski House | CP Cappuccino Cup with Saucer,Alexander Reed,Alpine Ski House,Lost,Canceled,100,08/18/24,0,08/18/24,40,Cold,Qualify,,DRINKWARE,CP Cappuccino Cup with Saucer,Coffee Trade Fair,Unknown,Immediate,US Dollar,Cacilia Viera,Contoso Coffee Price List,User Provided
01/13/22,Trey Research | Cleaning Kit,Alexander Reed,Alpine Ski House,Won,Won,300,03/14/22,300,03/14/22,80,Hot,Close,Won,DRINKWARE,Cleaning Kit,Coffee Machine Excellence,Individual,This Quarter,US Dollar,Alex Baker,Contoso Coffee Price List,User Provided
09/15/21,Graphic Design Institute | Frothing Pitcher,Alexander Reed,Alpine Ski House,Won,Won,100,11/14/21,100,11/14/21,70,Warm,Close,Won,DRINKWARE,Frothing Pitcher,Coffee Machine Excellence,Individual,This Quarter,US Dollar,Aurora Badillo,Contoso Coffee Price List,User Provided
04/26/24,Alpine Ski House | Crema Quatro,Alexander Reed,Alpine Ski House,Lost,Canceled,18900,08/13/24,0,08/13/24,35,Cold,Develop,,CONSUMER ESPRESSO,Crema Quatro,,Individual,Next Quarter,US Dollar,Cacilia Viera,Contoso Coffee Price List,User Provided
09/15/22,Alpine Ski House | Crema Quatro,Alexander Reed,Alpine Ski House,Lost,Canceled,23200,10/18/22,0,10/18/22,50,Cold,Develop,,CONSUMER ESPRESSO,Crema Quatro,Intelligent Coffee Machine Showcase,Unknown,Immediate,US Dollar,Cacilia Viera,Contoso Coffee Price List,User Provided
07/17/21,Trey Research | Deluxe Decanter,Alexander Reed,Alpine Ski House,Lost,Out-Sold,1450,07/28/21,0,07/28/21,55,Warm,Close,Lost,DRINKWARE,Deluxe Decanter,Coffee Trade Fair,Unknown,Immediate,US Dollar,Alex Baker,Contoso Coffee Price List,User Provided
